"时间","Pitch_Moment Monitor: Pitch_Moment Monitor (N-m)"
0.007400000000000006,-1051555.9814597834
0.007500000000000007,-1039625.8754740501
0.007600000000000007,-1027620.4497101302
0.007700000000000007,-1015193.267620013
0.0078000000000000074,-1002198.5812335819
0.007900000000000008,-988669.0283432167
0.008000000000000007,-974825.5531149692
0.008100000000000007,-961086.0290678298
0.008200000000000006,-948043.2927790707
0.008300000000000005,-936189.6770095706
0.008400000000000005,-925880.9885833104
0.008500000000000004,-917253.0031806404
0.008600000000000003,-910228.4893375861
0.008700000000000003,-904614.7975681081
0.008800000000000002,-900175.0817756911
0.008900000000000002,-896654.6013399167
0.009000000000000001,-893858.594047951
0.0091,-891603.9386759752
0.0092,-889649.2067850102
0.0093,-887897.51093076
0.009399999999999999,-886248.5832749417
0.009499999999999998,-884513.415906124
0.009599999999999997,-882613.2466378361
0.009699999999999997,-880475.4428662513
0.009799999999999996,-877821.2523880728
0.009899999999999996,-874410.2110146714
0.009999999999999995,-870180.2687573051
0.010099999999999994,-865185.0543163954
0.010199999999999994,-859649.9091612588
0.010299999999999993,-853944.2140813463
0.010399999999999993,-848540.4583221362
0.010499999999999992,-843920.670399939
0.010599999999999991,-840463.9208592813
0.01069999999999999,-838257.3586090835
0.01079999999999999,-837167.7294196755
0.01089999999999999,-836818.1929799309
0.010999999999999989,-836504.8764353218
0.011099999999999988,-835543.6800520289
0.011199999999999988,-833298.8142688702
0.011299999999999987,-829178.5559152449
0.011399999999999987,-822747.6844374893
0.011499999999999986,-813764.9143318201
0.011599999999999985,-802243.1928527713
0.011699999999999985,-788492.2031095284
0.011799999999999984,-772874.3506231919
0.011899999999999984,-755683.352571756
0.011999999999999983,-737203.2422629737
0.012099999999999982,-717567.5509038995
0.012199999999999982,-696925.5650862273
0.012299999999999981,-675319.299405182
0.01239999999999998,-652651.9854876264
0.01249999999999998,-628918.3692675536
0.01259999999999998,-604255.1385211587
0.012699999999999979,-578923.7910475212
0.012799999999999978,-553280.0632764664
0.012899999999999977,-527745.0549958295
0.012999999999999977,-502833.0532917544
0.013099999999999976,-479009.05388887506
0.013199999999999976,-456591.0992623905
0.013299999999999975,-435774.7431671997
0.013399999999999974,-416625.4335742341
0.013499999999999974,-399125.9877794606
0.013599999999999973,-383110.279351694
0.013699999999999973,-368259.70175490674
0.013799999999999972,-354249.82845237874
0.013899999999999971,-340800.1837585726
0.01399999999999997,-327715.9602243078
0.01409999999999997,-314838.8532460382
0.01419999999999997,-302129.4930560566
0.014299999999999969,-289685.92142391775
0.014399999999999968,-277620.8009201134
0.014499999999999968,-266067.1725577161
0.014599999999999967,-255239.7837082617
0.014699999999999967,-245332.90907309199
0.014799999999999966,-236457.65268976951
0.014899999999999965,-228753.87830554455
0.014999999999999965,-222431.98851937545
0.015099999999999964,-217678.77303985678
0.015199999999999964,-214589.7205815861
0.015299999999999963,-213276.4943785678
0.015399999999999962,-213742.65638042742
0.015499999999999962,-215772.56410367493
0.015599999999999961,-219101.95074423298
0.01569999999999996,-223276.26993660606
0.01579999999999996,-227770.3784964284
0.01589999999999996,-231946.04578956077
0.01599999999999996,-235233.29844081547
0.016099999999999958,-237067.61769819423
0.016199999999999957,-237028.81332453756
0.016299999999999957,-234882.9219405643
0.016399999999999956,-230609.46661915234
0.016499999999999956,-224278.17547633225
0.016599999999999955,-216104.03020320108
0.016699999999999954,-206483.65054081555
0.016799999999999954,-195889.9550569736
0.016899999999999953,-184832.401395363
0.016999999999999953,-173713.1960698622
0.017099999999999952,-162920.74029877843
0.01719999999999995,-152789.56420219183
0.01729999999999995,-143614.36258575547
0.01739999999999995,-135597.52215433298
0.01749999999999995,-128798.2217445936
0.01759999999999995,-123257.8141723004
0.01769999999999995,-118938.98153700246
0.017799999999999948,-115757.04237608625
0.017899999999999947,-113620.97004176817
0.017999999999999947,-112377.97381521281
0.018099999999999946,-111731.36822522942
0.018199999999999945,-111344.15927375818
0.018299999999999945,-111008.05428999537
0.018399999999999944,-110569.52828137853
0.018499999999999944,-109832.98154469248
0.018599999999999943,-108560.83474399676
0.018699999999999942,-106446.93674451351
0.018799999999999942,-103288.59448096069
0.01889999999999994,-98909.19914515136
0.01899999999999994,-93155.82256291012
0.01909999999999994,-85941.09823782796
0.01919999999999994,-77317.08056478389
0.01929999999999994,-67426.03724580168
0.019399999999999938,-56587.92169784742
0.019499999999999938,-44823.38662869991
0.019599999999999937,-32725.241501457705
0.019699999999999936,-20843.148726588963
0.019799999999999936,-9768.148358904176
0.019899999999999935,597.1487771856282
0.019999999999999934,9666.135199240252
0.020099999999999934,16949.74914533022
0.020199999999999933,22617.645914844255
0.020299999999999933,26426.88933476735
0.020399999999999932,28330.533897807483
0.02049999999999993,28590.457500829732
0.02059999999999993,27348.86250910474
0.02069999999999993,24678.221212689194
0.02079999999999993,20756.06126066496
0.02089999999999993,15811.48489640063
0.02099999999999993,10142.027816454503
0.021099999999999928,4089.268390752153
0.021199999999999927,-2221.774463029318
0.021299999999999927,-8479.864483422522
0.021399999999999926,-14409.733725471842
0.021499999999999925,-19915.105693553574
0.021599999999999925,-24556.902206429186
0.021699999999999924,-28199.0448358807
0.021799999999999924,-30623.20690825641
0.021899999999999923,-31595.26128818479
0.021999999999999922,-31001.07071098827
0.022099999999999922,-28659.468900663334
0.02219999999999992,-24806.57160338127
0.02229999999999992,-19332.053406702733
0.02239999999999992,-12244.01949382293
0.02249999999999992,-3970.204862858027
0.02259999999999992,5389.048079876822
0.022699999999999918,15642.882367589842
0.022799999999999918,26473.29527490431
0.022899999999999917,37611.34199706957
0.022999999999999916,48807.89607692071
0.023099999999999916,59781.94932710924
0.023199999999999915,70358.26494270074
0.023299999999999915,80438.3449050246
0.023399999999999914,89916.29453902552
0.023499999999999913,98784.43447646528
0.023599999999999913,107107.011582025
0.023699999999999912,114989.15661178759
0.02379999999999991,122625.75623444084
0.02389999999999991,130231.26257404425
0.02399999999999991,138083.61974028262
0.02409999999999991,146452.0314007137
0.02419999999999991,155557.8624917217
0.02429999999999991,165577.7485520749
0.024399999999999908,176673.95129544783
0.024499999999999907,188903.95449374517
0.024599999999999907,202403.47099602406
0.024699999999999906,216743.8894057681
0.024799999999999905,232047.3385284354
0.024899999999999905,248134.09003604495
0.024999999999999904,264708.9673375001
0.025099999999999904,281519.9018661023
0.025199999999999903,298295.699765252
0.025299999999999902,314703.12175867846
0.025399999999999902,330396.74568179337
0.0254999999999999,345155.9430873874
0.0255999999999999,358793.1448068902
0.0256999999999999,371176.54560497723
0.0257999999999999,382278.6669618961
0.0258999999999999,392096.0380878574
0.025999999999999898,400700.44727125607
0.026099999999999898,408271.80711022945
0.026199999999999897,414986.5876908905
0.026299999999999896,421066.9091782967
0.026399999999999896,426764.11325747415
0.026499999999999895,432237.1562343266
0.026599999999999895,437644.6209298296
0.026699999999999894,443105.0612480716
0.026799999999999893,448675.3629482313
0.026899999999999893,454429.0923410186
0.026999999999999892,460350.94236023125
0.02709999999999989,466419.55898959667
0.02719999999999989,472584.18324724067
0.02729999999999989,478736.79742963193
0.02739999999999989,484688.38988940744
0.02749999999999989,490363.10571010335
0.02759999999999989,495619.52972835256
0.027699999999999888,500282.93605359393
0.027799999999999887,504221.16442487144
0.027899999999999887,507395.40283730923
0.027999999999999886,509630.26561988465
0.028099999999999885,510890.8645931574
0.028199999999999885,511039.53608974296
0.028299999999999884,510136.10898807645
0.028399999999999884,508128.2160017312
0.028499999999999883,505052.9907022178
0.028599999999999882,500834.77190990513
0.028699999999999882,495671.018201999
0.02879999999999988,489611.22526040155
0.02889999999999988,482578.2170084884
0.02899999999999988,474761.03719613707
0.02909999999999988,466209.8777950125
0.02919999999999988,456954.98594183516
0.029299999999999878,447224.62788889534
0.029399999999999878,437127.0190979601
0.029499999999999877,426710.9981371058
0.029599999999999876,416178.7171995901
0.029699999999999876,405620.09540964756
0.029799999999999875,395142.2149164011
0.029899999999999875,384931.6353947853
0.029999999999999874,375020.0860113904
0.030099999999999873,365466.58805163484
0.030199999999999873,356234.99173186463
0.030299999999999872,347373.81780445407
0.03039999999999987,338867.0701344147
0.03049999999999987,330849.8824742682
0.03059999999999987,323269.6341061492
0.03069999999999987,316105.87076598476
0.03079999999999987,309311.0048106102
0.03089999999999987,302927.9969193726
0.030999999999999868,297051.878549802
0.031099999999999867,291631.0865813902
0.031199999999999867,286654.94193877553
0.03129999999999987,282147.273095296
0.03139999999999987,278022.3844334334
0.031499999999999875,274216.1028904949
0.03159999999999988,270745.8710801767
0.03169999999999988,267564.89953954116
0.031799999999999884,264612.60608154547
0.03189999999999989,261977.98899311363
0.03199999999999989,259745.1152694713
0.03209999999999989,257868.9524196383
0.032199999999999895,256350.3310638722
0.0322999999999999,255364.64377057587
0.0323999999999999,255033.88565497173
0.032499999999999904,255282.7465737918
0.03259999999999991,256099.42860126463
0.03269999999999991,257571.61781102378
0.03279999999999991,259715.19155786055
0.032899999999999915,262572.248946303
0.03299999999999992,266117.84119061864
0.03309999999999992,270269.73857414594
0.033199999999999924,275011.8180739424
0.03329999999999993,280297.27130702604
0.03339999999999993,286027.0777122134
0.03349999999999993,292160.0479542895
0.033599999999999935,298662.9221140009
0.03369999999999994,305402.07870734297
0.03379999999999994,312233.46309049317
0.033899999999999944,318995.216699519
0.03399999999999995,325434.68531008245
0.03409999999999995,331350.5351241919
0.03419999999999995,336583.0037502985
0.034299999999999956,340940.58850134024
0.03439999999999996,344346.0051249117
0.03449999999999996,346744.8355884275
0.034599999999999964,348053.5328487902
0.03469999999999997,348309.649760801
0.03479999999999997,347610.4549699597
0.03489999999999997,346017.36608851
0.034999999999999976,343699.5494395938
0.03509999999999998,340791.43148486584
0.03519999999999998,337400.6641209555
0.035299999999999984,333766.35784765537
0.03539999999999999,330060.67663549865
0.03549999999999999,326446.1205409622
0.03559999999999999,323196.5622162671
0.035699999999999996,320509.5791302402
0.0358,318518.82146459486
0.0359,317404.96429344907
0.036000000000000004,317219.6318965979
0.03610000000000001,317996.45175968105
0.03620000000000001,319811.0534650381
0.03630000000000001,322631.56593996135
0.036400000000000016,326373.49677722657
0.03650000000000002,330931.35861904174
0.03660000000000002,336118.8839519337
0.036700000000000024,341745.4950101311
0.03680000000000003,347669.9315979807
0.03690000000000003,353725.80423289863
0.03700000000000003,359729.0238451073
0.037100000000000036,365568.30763737386
0.03720000000000004,371148.5872357761
0.03730000000000004,376330.7983784784
0.037400000000000044,381083.4075709623
0.03750000000000005,385351.5027085482
0.03760000000000005,389050.043843341
0.03770000000000005,392257.4322994998
0.037800000000000056,395046.37587474484
0.03790000000000006,397460.58559586445
0.03800000000000006,399728.6284694426
0.038100000000000064,402038.48392017913
0.03820000000000007,404460.37416276784
0.03830000000000007,407177.5792661049
0.03840000000000007,410378.2540724383
0.038500000000000076,414083.21537392685
0.03860000000000008,418379.49423224246
0.03870000000000008,423381.4275285483
0.038800000000000084,429000.8635948434
0.03890000000000009,435135.6977536347
0.03900000000000009,441763.6003421975
0.03910000000000009,448778.7200508469
0.039200000000000096,455995.41869138455
0.0393000000000001,463337.8431616977
0.0394000000000001,470658.704312259
0.039500000000000104,477766.19920335285
0.03960000000000011,484576.593470276
0.03970000000000011,491021.00048031553
0.03980000000000011,497068.58258197014
0.039900000000000116,502804.97446511616
0.04000000000000012,508271.7728961522
0.04010000000000012,513537.4787311356
0.040200000000000125,518763.6363598509
0.04030000000000013,524035.4345495062
0.04040000000000013,529452.8002018322
0.04050000000000013,535233.4943789195
0.040600000000000136,541436.0617264677
0.04070000000000014,548061.4407688476
0.04080000000000014,555288.1066689836
0.040900000000000145,563132.9858271851
0.04100000000000015,571446.6160707033
0.04110000000000015,580186.764453771
0.04120000000000015,589252.9591371855
0.041300000000000156,598409.264342237
0.04140000000000016,607506.1719359804
0.04150000000000016,616372.9417432846
0.041600000000000165,624809.8485909953
0.04170000000000017,632745.9171112565
0.04180000000000017,640098.3041468385
0.04190000000000017,646737.2138544986
0.042000000000000176,652577.0435419105
0.04210000000000018,657554.8890382624
0.04220000000000018,661596.4492781116
0.042300000000000185,664672.6489977238
0.04240000000000019,666823.785261831
0.04250000000000019,668100.742000667
0.04260000000000019,668605.398142318
0.042700000000000196,668481.110581888
0.0428000000000002,667773.2043751265
0.0429000000000002,666560.2621965418
0.043000000000000205,665061.8502734285
0.04310000000000021,663423.153959256
0.04320000000000021,661705.1979849339
0.04330000000000021,660100.0773052073
0.043400000000000216,658742.4973453792
0.04350000000000022,657659.4623664541
0.04360000000000022,657000.0456958358
0.043700000000000225,656903.6297057566
0.04380000000000023,657332.4366075711
0.04390000000000023,658338.3591496652
0.04400000000000023,659974.9454185036
0.044100000000000236,662166.7522883953
0.04420000000000024,664818.5153050113
0.04430000000000024,667789.9413095274
0.044400000000000245,670907.0490419447
0.04450000000000025,674053.3855452676
0.04460000000000025,677166.169975405
0.04470000000000025,680145.9974490025
0.044800000000000256,682967.3099045678
0.04490000000000026,685633.7917420206
0.04500000000000026,688149.7858278146
0.045100000000000265,690595.737033706
0.04520000000000027,693079.2107318986
0.04530000000000027,695666.6195797427
0.045400000000000273,698499.7681397479
0.045500000000000276,701708.9084850651
0.04560000000000028,705357.1215138087
0.04570000000000028,709606.0536124759
0.045800000000000285,714578.3415721869
0.04590000000000029,720313.3989880446
0.04600000000000029,726924.3277875609
0.046100000000000294,734474.0035068237
0.046200000000000296,742985.1957738792
0.0463000000000003,752528.8319443325
0.0464000000000003,763128.1689922162
0.046500000000000305,774716.8711049649
0.04660000000000031,787195.3342645614
0.04670000000000031,800509.706797551
0.046800000000000314,814569.2376273198
0.046900000000000316,829221.3621849144
0.04700000000000032,844297.5862829555
0.04710000000000032,859595.8039544219
0.047200000000000325,874835.7157244502
0.04730000000000033,889751.3470783157
0.04740000000000033,904134.8812254784
0.047500000000000334,917783.8742281848
0.047600000000000336,930420.0177122194
0.04770000000000034,941792.4133072139
0.04780000000000034,951773.9538650841
0.047900000000000345,960244.1507075937
0.04800000000000035,967125.3357529053
0.04810000000000035,972437.520357547
0.048200000000000354,976226.1377064118
0.04830000000000036,978551.847131699
0.04840000000000036,979547.7991796278
0.04850000000000036,979345.3274259638
0.048600000000000365,978042.4035238038
0.04870000000000037,975803.4718948717
0.04880000000000037,972817.9090123833
0.048900000000000374,969257.0940454515
0.04900000000000038,965335.6623987338
0.04910000000000038,961261.8881932775
0.04920000000000038,957199.0783503359
0.049300000000000385,953295.071485397
0.04940000000000039,949666.357643044
0.04950000000000039,946376.0114174453
0.049600000000000394,943468.6300696529
0.0497000000000004,940992.2506191824
0.0498000000000004,938935.1076702727
0.0499000000000004,937271.274959778
0.050000000000000405,935966.1193275066
0.05010000000000041,934959.3539033498
0.05020000000000041,934185.4076665603
0.050300000000000414,933560.4123163425
0.05040000000000042,932921.6144148214
0.05050000000000042,932138.216260637
0.05060000000000042,931137.6140701243
0.050700000000000425,929837.9917135688
0.05080000000000043,928184.2752064166
0.05090000000000043,926162.928844838
0.051000000000000434,923731.7583704107
0.05110000000000044,920880.7002388778
0.05120000000000044,917650.3284221289
0.05130000000000044,914094.3206073145
0.051400000000000445,910278.743736137
0.05150000000000045,906318.0956296491
0.05160000000000045,902318.6275518499
0.051700000000000454,898348.587532707
0.05180000000000046,894519.7104158221
0.05190000000000046,890996.2062018617
0.05200000000000046,887853.3980981293
0.052100000000000465,885207.1596504503
0.05220000000000047,883149.6863858018
0.05230000000000047,881750.8234021302
0.052400000000000474,880973.3923580028
0.05250000000000048,880825.6134344195
0.05260000000000048,881306.201785511
0.05270000000000048,882292.4690506579
0.052800000000000485,883730.3958594252
0.05290000000000049,885545.0445805117
0.05300000000000049,887554.1999348174
0.053100000000000494,889622.8124702799
0.0532000000000005,891590.4993950225
0.0533000000000005,893257.0805889347
0.0534000000000005,894497.4468097321
0.053500000000000505,895227.2342260836
0.05360000000000051,895334.3267689848
0.05370000000000051,894729.9469941014
0.053800000000000514,893348.780887933
0.05390000000000052,891138.6695706391
0.05400000000000052,888041.1774108725
0.05410000000000052,884034.8890655698
0.054200000000000526,879137.0234184298
0.05430000000000053,873452.186450937
0.05440000000000053,867119.5112471856
0.054500000000000534,860249.46966402
0.05460000000000054,853004.5504784338
0.05470000000000054,845508.3063504957
0.05480000000000054,837890.6132625643
0.054900000000000546,830247.492600226
0.05500000000000055,822741.0569526387
0.05510000000000055,815514.6148743196
0.055200000000000554,808695.3836812621
0.05530000000000056,802362.4450565656
0.05540000000000056,796546.0568082565
0.05550000000000056,791219.3119334468
0.055600000000000566,786376.0591076692
0.05570000000000057,781987.2172899543
0.05580000000000057,777996.6833935102
0.055900000000000574,774335.0689046043
0.05600000000000058,770956.7015454579
0.05610000000000058,767819.8475156327
0.05620000000000058,764859.1070562055
0.056300000000000586,761970.1463001288
0.05640000000000059,759067.0883356561
0.05650000000000059,756070.5536506269
0.056600000000000594,752940.3110482288
0.0567000000000006,749727.2421983541
0.0568000000000006,746395.5191485668
0.0569000000000006,742955.8218218851
0.057000000000000606,739432.863935634
0.05710000000000061,735879.8203132041
0.05720000000000061,732368.9482240251
0.057300000000000614,729060.4280452674
0.05740000000000062,726047.2459805475
0.05750000000000062,723458.2988409654
0.05760000000000062,721472.6355782277
0.057700000000000626,720254.4738901772
0.05780000000000063,719909.141770563
0.05790000000000063,720511.2261948766
0.058000000000000634,722126.8036374291
0.05810000000000064,724806.4215897378
0.05820000000000064,728598.8425611939
0.05830000000000064,733543.7224435299
0.058400000000000646,739613.8256285405
0.05850000000000065,746763.7962996119
0.05860000000000065,754925.3920421146
0.058700000000000654,764008.6919841885
0.05880000000000066,773900.4438258854
0.05890000000000066,784484.6443263938
0.05900000000000066,795644.9071255514
0.059100000000000666,807289.21779178
0.05920000000000067,819343.2681522117
0.05930000000000067,831761.7373207246
0.059400000000000674,844481.3159976993
0.05950000000000068,857453.6824076385
0.05960000000000068,870661.3078035315
0.05970000000000068,884136.1297214128
0.059800000000000686,897894.0958961234
0.05990000000000069,911953.186471473
0.06000000000000069,926364.7520047739
0.060100000000000695,941187.3058796691
0.0602000000000007,956478.1384211093
0.0603000000000007,972316.6466132529
0.0604000000000007,988772.6135418547
0.060500000000000706,1005892.1406282301
0.06060000000000071,1023708.4035279033
0.06070000000000071,1042233.1196844159
0.060800000000000715,1061450.8361750415
0.06090000000000072,1081337.1220007152
0.06100000000000072,1101832.071328459
0.06110000000000072,1122858.7732783626
0.061200000000000726,1144300.5605486245
0.06130000000000073,1166015.791619085
0.06140000000000073,1187873.0016608408
0.061500000000000735,1209717.8071267498
0.06160000000000074,1231382.8120477407
0.06170000000000074,1252715.7496428012
0.06180000000000074,1273589.2247067739
0.061900000000000746,1293889.0635719695
0.06200000000000075,1313525.699643929
0.06210000000000075,1332404.2108414501
0.062200000000000755,1350471.162370543
0.06230000000000076,1367694.2904620834
0.06240000000000076,1384056.3980276794
0.06250000000000076,1399541.9667341849
0.06260000000000077,1414186.8491912156
0.06270000000000077,1428030.1225025866
0.06280000000000077,1441094.645101012
0.06290000000000077,1453412.3640868946
0.06300000000000078,1464992.2801150733
0.06310000000000078,1475816.2259275264
0.06320000000000078,1485869.39796757
0.06330000000000079,1495165.3013024349
0.06340000000000079,1503692.7898976228
0.06350000000000079,1511395.3359060362
0.0636000000000008,1518199.298030022
0.0637000000000008,1524016.8704490508
0.0638000000000008,1528751.984529879
0.0639000000000008,1532324.8166141834
0.0640000000000008,1534621.4960262585
0.06410000000000081,1535535.267695272
0.06420000000000081,1534995.9783303093
0.06430000000000081,1532958.5845298935
0.06440000000000082,1529410.8925342816
0.06450000000000082,1524356.7470214881
0.06460000000000082,1517827.3663403066
0.06470000000000083,1509881.8925502219
0.06480000000000083,1500612.3880923847
0.06490000000000083,1490140.2587480317
0.06500000000000083,1478576.983416745
0.06510000000000084,1466062.927033228
0.06520000000000084,1452762.8800700395
0.06530000000000084,1438825.0400082697
0.06540000000000085,1424409.3346937331
0.06550000000000085,1409662.2831263645
0.06560000000000085,1394726.5988439946
0.06570000000000085,1379733.009334974
0.06580000000000086,1364787.4743107588
0.06590000000000086,1349993.6126044842
0.06600000000000086,1335417.4900496486
0.06610000000000087,1321105.1567736743
0.06620000000000087,1307067.824626792
0.06630000000000087,1293301.2521150426
0.06640000000000087,1279795.108841649
0.06650000000000088,1266488.4681706221
0.06660000000000088,1253305.806057144
0.06670000000000088,1240152.2379035198
0.06680000000000089,1226900.9050122246
0.06690000000000089,1213455.6748424293
0.06700000000000089,1199727.4821529165
0.0671000000000009,1185621.2695578074
0.0672000000000009,1171035.455574145
0.0673000000000009,1155891.5985162442
0.0674000000000009,1140114.45148994
0.0675000000000009,1123638.2736429283
0.06760000000000091,1106405.8315066835
0.06770000000000091,1088367.8799085582
0.06780000000000092,1069502.6179076012
0.06790000000000092,1049798.3319132028
0.06800000000000092,1029262.970438605
0.06810000000000092,1007890.5035047634
0.06820000000000093,985655.9748207837
0.06830000000000093,962532.0504001254
0.06840000000000093,938515.4225327655
0.06850000000000094,913623.8910926853
0.06860000000000094,887868.1430573235
0.06870000000000094,861248.8523019103
0.06880000000000094,833789.1855852043
0.06890000000000095,805506.9757313336
0.06900000000000095,776399.9835515762
0.06910000000000095,746456.7659689768
0.06920000000000096,715709.6804378687
0.06930000000000096,684194.3311390491
0.06940000000000096,651923.4827787539
0.06950000000000096,618905.462082551
0.06960000000000097,585135.4161789075
0.06970000000000097,550634.4068744341
0.06980000000000097,515432.4172328142
0.06990000000000098,479560.20704453107
0.07000000000000098,443049.39249896083
0.07010000000000098,405963.61728091317
0.07020000000000098,368350.49027266813
0.07030000000000099,330237.5744168362
0.07040000000000099,291681.93049936433
0.07050000000000099,252731.91858795064
0.070600000000001,213444.5240195346
0.070700000000001,173889.0033837934
0.070800000000001,134129.5868608158
0.070900000000001,94202.68218781234
0.071000000000001,54140.31682442322
0.07110000000000101,13963.964145134032
0.07120000000000101,-26281.88446093596
0.07130000000000102,-66544.38114169842
0.07140000000000102,-106786.33108440189
0.07150000000000102,-146961.44847711554
0.07160000000000102,-187029.17429657112
0.07170000000000103,-226959.266668096
0.07180000000000103,-266722.7732975268
0.07190000000000103,-306306.24870759045
0.07200000000000104,-345681.9313399884
0.07210000000000104,-384825.49505697365
0.07220000000000104,-423700.0866043257
0.07230000000000104,-462261.7874303918
0.07240000000000105,-500466.5673472403
0.07250000000000105,-538263.893517799
0.07260000000000105,-575611.1616534387
0.07270000000000106,-612467.1614982706
0.07280000000000106,-648790.1734257749
0.07290000000000106,-684535.3177421376
0.07300000000000106,-719682.777201255
0.07310000000000107,-754217.2959514227
0.07320000000000107,-788106.2942744264
0.07330000000000107,-821328.7350437519
0.07340000000000108,-853857.0423517576
0.07350000000000108,-885656.1474686052
0.07360000000000108,-916695.8602062952
0.07370000000000108,-946950.4850879649
0.07380000000000109,-976375.73427637
0.07390000000000109,-1004952.2960960304
0.07400000000000109,-1032650.3798560426
0.0741000000000011,-1059457.7313543677
0.0742000000000011,-1085360.3255524677
0.0743000000000011,-1110327.6122521185
0.0744000000000011,-1134332.4299968197
0.07450000000000111,-1157365.7501556184
0.07460000000000111,-1179385.263320109
0.07470000000000111,-1200339.5603789683
0.07480000000000112,-1220196.0857939327
0.07490000000000112,-1238922.1111468198
0.07500000000000112,-1256490.9674643278
0.07510000000000112,-1272872.8599279567
0.07520000000000113,-1288023.1738762807
0.07530000000000113,-1301934.1325494861
0.07540000000000113,-1314616.7488498327
0.07550000000000114,-1326065.278389882
0.07560000000000114,-1336290.495048079
0.07570000000000114,-1345318.9037642616
0.07580000000000114,-1353189.8748744687
0.07590000000000115,-1359956.1709730108
0.07600000000000115,-1365662.2024787953
0.07610000000000115,-1370355.0509567743
0.07620000000000116,-1374073.3487745628
0.07630000000000116,-1376862.0322480893
0.07640000000000116,-1378780.8189062593
0.07650000000000116,-1379884.9224996308
0.07660000000000117,-1380230.243210272
0.07670000000000117,-1379881.3417101032
0.07680000000000117,-1378887.9858501097
0.07690000000000118,-1377308.9373625417
0.07700000000000118,-1375197.529203758
0.07710000000000118,-1372588.630483169
0.07720000000000118,-1369514.885421687
0.07730000000000119,-1366010.5830061731
0.07740000000000119,-1362109.9425718333
0.07750000000000119,-1357843.2237927187
0.0776000000000012,-1353238.6422652942
0.0777000000000012,-1348305.1335947535
0.0778000000000012,-1343057.3700811458
0.0779000000000012,-1337528.0615149862
0.07800000000000121,-1331754.732750595
0.07810000000000121,-1325755.4825980836
0.07820000000000121,-1319526.2513485495
0.07830000000000122,-1313062.4042283667
0.07840000000000122,-1306358.5072311254
0.07850000000000122,-1299406.2847341138
0.07860000000000122,-1292205.1850179103
0.07870000000000123,-1284764.3936301258
0.07880000000000123,-1277092.8530502876
0.07890000000000123,-1269210.7358503463
0.07900000000000124,-1261119.5752105673
0.07910000000000124,-1252830.0787825016
0.07920000000000124,-1244354.590843826
0.07930000000000124,-1235702.1145877566
0.07940000000000125,-1226877.1842585108
0.07950000000000125,-1217899.723024532
0.07960000000000125,-1208788.9017238799
0.07970000000000126,-1199575.6277863255
